title,link,description,pub_date,source
VIDEO: 2 teens arrested for brazen daylight robbery attempts in south Sacramento - CBS News,https://news.google.com/rss/articles/CBMieGh0dHBzOi8vd3d3LmNic25ld3MuY29tL3NhY3JhbWVudG8vbmV3cy92aWRlby0yLXRlZW5zLWFycmVzdGVkLWZvci1icmF6ZW4tZGF5bGlnaHQtcm9iYmVyeS1hdHRlbXB0cy1pbi1zb3V0aC1zYWNyYW1lbnRvL9IBfGh0dHBzOi8vd3d3LmNic25ld3MuY29tL2FtcC9zYWNyYW1lbnRvL25ld3MvdmlkZW8tMi10ZWVucy1hcnJlc3RlZC1mb3ItYnJhemVuLWRheWxpZ2h0LXJvYmJlcnktYXR0ZW1wdHMtaW4tc291dGgtc2FjcmFtZW50by8?oc=5," href=""https://news.google.com/rss/articles/CBMieGh0dHBzOi8vd3d3LmNic25ld3MuY29tL3NhY3JhbWVudG8vbmV3cy92aWRlby0yLXRlZW5zLWFycmVzdGVkLWZvci1icmF6ZW4tZGF5bGlnaHQtcm9iYmVyeS1hdHRlbXB0cy1pbi1zb3V0aC1zYWNyYW1lbnRvL9IBfGh0dHBzOi8vd3d3LmNic25ld3MuY29tL2FtcC9zYWNyYW1lbnRvL25ld3MvdmlkZW8tMi10ZWVucy1hcnJlc3RlZC1mb3ItYnJhemVuLWRheWxpZ2h0LXJvYmJlcnktYXR0ZW1wdHMtaW4tc291dGgtc2FjcmFtZW50by8?oc=5"" target=""_blank"">VIDEO: 2 teens arrested for brazen daylight robbery attempts in south Sacramento</a>&nbsp;&nbsp;<font color=""#6f6f6f"">CBS News</font",2023-06-05 07:00:00+00:00,CBS News
"Juvenile Robbery Suspect Arrested, Found with Stolen Handgun ... - seattle.gov",https://news.google.com/rss/articles/CBMiZmh0dHBzOi8vc3BkYmxvdHRlci5zZWF0dGxlLmdvdi8yMDIzLzA2LzIyL2p1dmVuaWxlLXJvYmJlcnktc3VzcGVjdC1hcnJlc3RlZC1mb3VuZC13aXRoLXN0b2xlbi1oYW5kZ3VuL9IBAA?oc=5," href=""https://news.google.com/rss/articles/CBMiZmh0dHBzOi8vc3BkYmxvdHRlci5zZWF0dGxlLmdvdi8yMDIzLzA2LzIyL2p1dmVuaWxlLXJvYmJlcnktc3VzcGVjdC1hcnJlc3RlZC1mb3VuZC13aXRoLXN0b2xlbi1oYW5kZ3VuL9IBAA?oc=5"" target=""_blank"">Juvenile Robbery Suspect Arrested, Found with Stolen Handgun ...</a>&nbsp;&nbsp;<font color=""#6f6f6f"">seattle.gov</font",2023-06-22 07:00:00+00:00,seattle.gov
Hialeah Man Sentenced for Committing Armed Bank Robbery - Department of Justice,https://news.google.com/rss/articles/CBMiWGh0dHBzOi8vd3d3Lmp1c3RpY2UuZ292L3VzYW8tc2RmbC9wci9oaWFsZWFoLW1hbi1zZW50ZW5jZWQtY29tbWl0dGluZy1hcm1lZC1iYW5rLXJvYmJlcnnSAQA?oc=5," href=""https://news.google.com/rss/articles/CBMiWGh0dHBzOi8vd3d3Lmp1c3RpY2UuZ292L3VzYW8tc2RmbC9wci9oaWFsZWFoLW1hbi1zZW50ZW5jZWQtY29tbWl0dGluZy1hcm1lZC1iYW5rLXJvYmJlcnnSAQA?oc=5"" target=""_blank"">Hialeah Man Sentenced for Committing Armed Bank Robbery</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Department of Justice</font",2023-07-18 18:58:53+00:00,Department of Justice
"Group of teens, adult arrested in connection to robbery spree in North Texas - WFAA.com",https://news.google.com/rss/articles/CBMiamh0dHBzOi8vd3d3LndmYWEuY29tL2FydGljbGUvbmV3cy9jcmltZS90ZWVucy1hZHVsdC1yb2JiZXJ5LXNwcmVlLzI4Ny1lY2I2ODI0My00MzU4LTQ3MTItOGQwZi1iM2Y4YTFlMGZjYjPSAW5odHRwczovL3d3dy53ZmFhLmNvbS9hbXAvYXJ0aWNsZS9uZXdzL2NyaW1lL3RlZW5zLWFkdWx0LXJvYmJlcnktc3ByZWUvMjg3LWVjYjY4MjQzLTQzNTgtNDcxMi04ZDBmLWIzZjhhMWUwZmNiMw?oc=5," href=""https://news.google.com/rss/articles/CBMiamh0dHBzOi8vd3d3LndmYWEuY29tL2FydGljbGUvbmV3cy9jcmltZS90ZWVucy1hZHVsdC1yb2JiZXJ5LXNwcmVlLzI4Ny1lY2I2ODI0My00MzU4LTQ3MTItOGQwZi1iM2Y4YTFlMGZjYjPSAW5odHRwczovL3d3dy53ZmFhLmNvbS9hbXAvYXJ0aWNsZS9uZXdzL2NyaW1lL3RlZW5zLWFkdWx0LXJvYmJlcnktc3ByZWUvMjg3LWVjYjY4MjQzLTQzNTgtNDcxMi04ZDBmLWIzZjhhMWUwZmNiMw?oc=5"" target=""_blank"">Group of teens, adult arrested in connection to robbery spree in North Texas</a>&nbsp;&nbsp;<font color=""#6f6f6f"">WFAA.com</font",2023-06-01 07:00:00+00:00,WFAA.com
"Convenience store robbery suspect chased, then crashes, now in ... - WTVC",https://news.google.com/rss/articles/CBMiuwFodHRwczovL25ld3NjaGFubmVsOS5jb20vbmV3cy9sb2NhbC9jb252ZW5pZW5jZS1zdG9yZS1yb2JiZXJ5LXN1c3BlY3QtY2hhc2VkLXRoZW4tY3Jhc2hlcy1ub3ctaW4tY3VzdG9keS1pbi13aGl0ZmllbGQtY291bnR5LWNpcmNsZS1rLWNhcmJvbmRhbGUtcm9hZC1kYWx0b24ta2F5dm9uLXRheWxvci1pLTc1LXR1bm5lbC1oaWxs0gEA?oc=5," href=""https://news.google.com/rss/articles/CBMiuwFodHRwczovL25ld3NjaGFubmVsOS5jb20vbmV3cy9sb2NhbC9jb252ZW5pZW5jZS1zdG9yZS1yb2JiZXJ5LXN1c3BlY3QtY2hhc2VkLXRoZW4tY3Jhc2hlcy1ub3ctaW4tY3VzdG9keS1pbi13aGl0ZmllbGQtY291bnR5LWNpcmNsZS1rLWNhcmJvbmRhbGUtcm9hZC1kYWx0b24ta2F5dm9uLXRheWxvci1pLTc1LXR1bm5lbC1oaWxs0gEA?oc=5"" target=""_blank"">Convenience store robbery suspect chased, then crashes, now in ...</a>&nbsp;&nbsp;<font color=""#6f6f6f"">WTVC</font",2023-06-27 07:00:00+00:00,WTVC
Man charged for Limestone County robbery - WAFF,https://news.google.com/rss/articles/CBMiRWh0dHBzOi8vd3d3LndhZmYuY29tLzIwMjMvMDYvMTYvbWFuLWNoYXJnZWQtbGltZXN0b25lLWNvdW50eS1yb2JiZXJ5L9IBVGh0dHBzOi8vd3d3LndhZmYuY29tLzIwMjMvMDYvMTYvbWFuLWNoYXJnZWQtbGltZXN0b25lLWNvdW50eS1yb2JiZXJ5Lz9vdXRwdXRUeXBlPWFtcA?oc=5," href=""https://news.google.com/rss/articles/CBMiRWh0dHBzOi8vd3d3LndhZmYuY29tLzIwMjMvMDYvMTYvbWFuLWNoYXJnZWQtbGltZXN0b25lLWNvdW50eS1yb2JiZXJ5L9IBVGh0dHBzOi8vd3d3LndhZmYuY29tLzIwMjMvMDYvMTYvbWFuLWNoYXJnZWQtbGltZXN0b25lLWNvdW50eS1yb2JiZXJ5Lz9vdXRwdXRUeXBlPWFtcA?oc=5"" target=""_blank"">Man charged for Limestone County robbery</a>&nbsp;&nbsp;<font color=""#6f6f6f"">WAFF</font",2023-06-16 07:00:00+00:00,WAFF
"Clerk and 16-year-old armed robbery suspect killed in shootout at Visalia liquor store, police say - KFSN-TV",https://news.google.com/rss/articles/CBMiWWh0dHBzOi8vYWJjMzAuY29tL3Zpc2FsaWEtc2hvb3RpbmctcGFya2luZy1sb3QtdHdvLXBlb3BsZS1zaG90LW1lbi1ob3NwaXRhbGl6ZWQvMTMzNzIxNzMv0gFdaHR0cHM6Ly9hYmMzMC5jb20vYW1wL3Zpc2FsaWEtc2hvb3RpbmctcGFya2luZy1sb3QtdHdvLXBlb3BsZS1zaG90LW1lbi1ob3NwaXRhbGl6ZWQvMTMzNzIxNzMv?oc=5," href=""https://news.google.com/rss/articles/CBMiWWh0dHBzOi8vYWJjMzAuY29tL3Zpc2FsaWEtc2hvb3RpbmctcGFya2luZy1sb3QtdHdvLXBlb3BsZS1zaG90LW1lbi1ob3NwaXRhbGl6ZWQvMTMzNzIxNzMv0gFdaHR0cHM6Ly9hYmMzMC5jb20vYW1wL3Zpc2FsaWEtc2hvb3RpbmctcGFya2luZy1sb3QtdHdvLXBlb3BsZS1zaG90LW1lbi1ob3NwaXRhbGl6ZWQvMTMzNzIxNzMv?oc=5"" target=""_blank"">Clerk and 16-year-old armed robbery suspect killed in shootout at Visalia liquor store, police say</a>&nbsp;&nbsp;<font color=""#6f6f6f"">KFSN-TV</font",2023-06-12 07:00:00+00:00,KFSN-TV
"Montgomery robbery suspect caught after chase, crash now identified - WSFA",https://news.google.com/rss/articles/CBMiY2h0dHBzOi8vd3d3LndzZmEuY29tLzIwMjMvMDcvMTgvbW9udGdvbWVyeS1yb2JiZXJ5LXN1c3BlY3QtY2F1Z2h0LWFmdGVyLWNoYXNlLWNyYXNoLW5vdy1pZGVudGlmaWVkL9IBAA?oc=5," href=""https://news.google.com/rss/articles/CBMiY2h0dHBzOi8vd3d3LndzZmEuY29tLzIwMjMvMDcvMTgvbW9udGdvbWVyeS1yb2JiZXJ5LXN1c3BlY3QtY2F1Z2h0LWFmdGVyLWNoYXNlLWNyYXNoLW5vdy1pZGVudGlmaWVkL9IBAA?oc=5"" target=""_blank"">Montgomery robbery suspect caught after chase, crash now identified</a>&nbsp;&nbsp;<font color=""#6f6f6f"">WSFA</font",2023-07-17 15:31:00+00:00,WSFA
Corporate Drive robbery: Rideshare driver caught on video getting mugged at gunpoint during customer drop-off by 6 suspects - KTRK-TV,https://news.google.com/rss/articles/CBMiYmh0dHBzOi8vYWJjMTMuY29tL3JpZGVzaGFyZS1kcml2ZXItcm9iYmVkLWFnZ3JhdmF0ZWQtcm9iYmVyeS1pbi1zdy1ob3VzdG9uLWFybWVkLW1lbi1yb2IvMTMzOTE1NzAv0gFmaHR0cHM6Ly9hYmMxMy5jb20vYW1wL3JpZGVzaGFyZS1kcml2ZXItcm9iYmVkLWFnZ3JhdmF0ZWQtcm9iYmVyeS1pbi1zdy1ob3VzdG9uLWFybWVkLW1lbi1yb2IvMTMzOTE1NzAv?oc=5," href=""https://news.google.com/rss/articles/CBMiYmh0dHBzOi8vYWJjMTMuY29tL3JpZGVzaGFyZS1kcml2ZXItcm9iYmVkLWFnZ3JhdmF0ZWQtcm9iYmVyeS1pbi1zdy1ob3VzdG9uLWFybWVkLW1lbi1yb2IvMTMzOTE1NzAv0gFmaHR0cHM6Ly9hYmMxMy5jb20vYW1wL3JpZGVzaGFyZS1kcml2ZXItcm9iYmVkLWFnZ3JhdmF0ZWQtcm9iYmVyeS1pbi1zdy1ob3VzdG9uLWFybWVkLW1lbi1yb2IvMTMzOTE1NzAv?oc=5"" target=""_blank"">Corporate Drive robbery: Rideshare driver caught on video getting mugged at gunpoint during customer drop-off by 6 suspects</a>&nbsp;&nbsp;<font color=""#6f6f6f"">KTRK-TV</font",2023-06-16 07:00:00+00:00,KTRK-TV
Fair Lawn NJ bank robbery remains under investigation - NorthJersey.com,https://news.google.com/rss/articles/CBMihQFodHRwczovL3d3dy5ub3J0aGplcnNleS5jb20vc3RvcnkvbmV3cy9iZXJnZW4vZmFpci1sYXduLzIwMjMvMDcvMTEvZmFpci1sYXduLW5qLWJhbmstcm9iYmVyeS1yZW1haW5zLXVuZGVyLWludmVzdGlnYXRpb24vNzA0MDIwMzIwMDcv0gEA?oc=5," href=""https://news.google.com/rss/articles/CBMihQFodHRwczovL3d3dy5ub3J0aGplcnNleS5jb20vc3RvcnkvbmV3cy9iZXJnZW4vZmFpci1sYXduLzIwMjMvMDcvMTEvZmFpci1sYXduLW5qLWJhbmstcm9iYmVyeS1yZW1haW5zLXVuZGVyLWludmVzdGlnYXRpb24vNzA0MDIwMzIwMDcv0gEA?oc=5"" target=""_blank"">Fair Lawn NJ bank robbery remains under investigation</a>&nbsp;&nbsp;<font color=""#6f6f6f"">NorthJersey.com</font",2023-07-11 07:00:00+00:00,NorthJersey.com
Elmwood Park NJ robbery possibly connected to other crimes - NorthJersey.com,https://news.google.com/rss/articles/CBMilAFodHRwczovL3d3dy5ub3J0aGplcnNleS5jb20vc3RvcnkvbmV3cy9iZXJnZW4vZWxtd29vZC1wYXJrLzIwMjMvMDYvMTMvZWxtd29vZC1wYXJrLW5qLXJvYmJlcnktcG9zc2libHktY29ubmVjdGVkLXRvLXN0cmluZy1vZi1yb2JiZXJpZXMvNzAzMTY0ODAwMDcv0gEA?oc=5," href=""https://news.google.com/rss/articles/CBMilAFodHRwczovL3d3dy5ub3J0aGplcnNleS5jb20vc3RvcnkvbmV3cy9iZXJnZW4vZWxtd29vZC1wYXJrLzIwMjMvMDYvMTMvZWxtd29vZC1wYXJrLW5qLXJvYmJlcnktcG9zc2libHktY29ubmVjdGVkLXRvLXN0cmluZy1vZi1yb2JiZXJpZXMvNzAzMTY0ODAwMDcv0gEA?oc=5"" target=""_blank"">Elmwood Park NJ robbery possibly connected to other crimes</a>&nbsp;&nbsp;<font color=""#6f6f6f"">NorthJersey.com</font",2023-06-13 07:00:00+00:00,NorthJersey.com
"Thieves involved in 'takeover' robbery at Livonia pharmacy arrested after fleeing, crashing - FOX 2 Detroit",https://news.google.com/rss/articles/CBMieWh0dHBzOi8vd3d3LmZveDJkZXRyb2l0LmNvbS9uZXdzL3RoaWV2ZXMtaW52b2x2ZWQtaW4tdGFrZW92ZXItcm9iYmVyeS1hdC1saXZvbmlhLXBoYXJtYWN5LWFycmVzdGVkLWFmdGVyLWZsZWVpbmctY3Jhc2hpbmfSAX1odHRwczovL3d3dy5mb3gyZGV0cm9pdC5jb20vbmV3cy90aGlldmVzLWludm9sdmVkLWluLXRha2VvdmVyLXJvYmJlcnktYXQtbGl2b25pYS1waGFybWFjeS1hcnJlc3RlZC1hZnRlci1mbGVlaW5nLWNyYXNoaW5nLmFtcA?oc=5," href=""https://news.google.com/rss/articles/CBMieWh0dHBzOi8vd3d3LmZveDJkZXRyb2l0LmNvbS9uZXdzL3RoaWV2ZXMtaW52b2x2ZWQtaW4tdGFrZW92ZXItcm9iYmVyeS1hdC1saXZvbmlhLXBoYXJtYWN5LWFycmVzdGVkLWFmdGVyLWZsZWVpbmctY3Jhc2hpbmfSAX1odHRwczovL3d3dy5mb3gyZGV0cm9pdC5jb20vbmV3cy90aGlldmVzLWludm9sdmVkLWluLXRha2VvdmVyLXJvYmJlcnktYXQtbGl2b25pYS1waGFybWFjeS1hcnJlc3RlZC1hZnRlci1mbGVlaW5nLWNyYXNoaW5nLmFtcA?oc=5"" target=""_blank"">Thieves involved in 'takeover' robbery at Livonia pharmacy arrested after fleeing, crashing</a>&nbsp;&nbsp;<font color=""#6f6f6f"">FOX 2 Detroit</font",2023-06-22 07:00:00+00:00,FOX 2 Detroit
UPDATE: APD Detectives Arrest a Man in Connection to a Robbery - AustinTexas.gov,https://news.google.com/rss/articles/CBMiVGh0dHBzOi8vd3d3LmF1c3RpbnRleGFzLmdvdi9uZXdzL3VwZGF0ZS1hcGQtZGV0ZWN0aXZlcy1hcnJlc3QtbWFuLWNvbm5lY3Rpb24tcm9iYmVyedIBAA?oc=5," href=""https://news.google.com/rss/articles/CBMiVGh0dHBzOi8vd3d3LmF1c3RpbnRleGFzLmdvdi9uZXdzL3VwZGF0ZS1hcGQtZGV0ZWN0aXZlcy1hcnJlc3QtbWFuLWNvbm5lY3Rpb24tcm9iYmVyedIBAA?oc=5"" target=""_blank"">UPDATE: APD Detectives Arrest a Man in Connection to a Robbery</a>&nbsp;&nbsp;<font color=""#6f6f6f"">AustinTexas.gov</font",2023-06-30 07:00:00+00:00,AustinTexas.gov
CU police searching for three suspects in early morning robbery - CBS Colardo,https://news.google.com/rss/articles/CBMiZmh0dHBzOi8vd3d3LmNic25ld3MuY29tL2NvbG9yYWRvL25ld3MvY3UtcG9saWNlLXNlYXJjaGluZy1mb3ItdGhyZWUtc3VzcGVjdHMtaW4tZWFybHktbW9ybmluZy1yb2JiZXJ5L9IBamh0dHBzOi8vd3d3LmNic25ld3MuY29tL2FtcC9jb2xvcmFkby9uZXdzL2N1LXBvbGljZS1zZWFyY2hpbmctZm9yLXRocmVlLXN1c3BlY3RzLWluLWVhcmx5LW1vcm5pbmctcm9iYmVyeS8?oc=5," href=""https://news.google.com/rss/articles/CBMiZmh0dHBzOi8vd3d3LmNic25ld3MuY29tL2NvbG9yYWRvL25ld3MvY3UtcG9saWNlLXNlYXJjaGluZy1mb3ItdGhyZWUtc3VzcGVjdHMtaW4tZWFybHktbW9ybmluZy1yb2JiZXJ5L9IBamh0dHBzOi8vd3d3LmNic25ld3MuY29tL2FtcC9jb2xvcmFkby9uZXdzL2N1LXBvbGljZS1zZWFyY2hpbmctZm9yLXRocmVlLXN1c3BlY3RzLWluLWVhcmx5LW1vcm5pbmctcm9iYmVyeS8?oc=5"" target=""_blank"">CU police searching for three suspects in early morning robbery</a>&nbsp;&nbsp;<font color=""#6f6f6f"">CBS Colardo</font",2023-06-09 07:00:00+00:00,CBS Colardo
Delaware State Police Arrest Suspect for Bank Robbery - Delaware ... - Delaware.gov,https://news.google.com/rss/articles/CBMiWmh0dHBzOi8vZHNwLmRlbGF3YXJlLmdvdi8yMDIzLzA2LzE1L2RlbGF3YXJlLXN0YXRlLXBvbGljZS1hcnJlc3Qtc3VzcGVjdC1mb3ItYmFuay1yb2JiZXJ5L9IBAA?oc=5," href=""https://news.google.com/rss/articles/CBMiWmh0dHBzOi8vZHNwLmRlbGF3YXJlLmdvdi8yMDIzLzA2LzE1L2RlbGF3YXJlLXN0YXRlLXBvbGljZS1hcnJlc3Qtc3VzcGVjdC1mb3ItYmFuay1yb2JiZXJ5L9IBAA?oc=5"" target=""_blank"">Delaware State Police Arrest Suspect for Bank Robbery - Delaware ...</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Delaware.gov</font",2023-06-15 07:00:00+00:00,Delaware.gov
Champaign Police Seek Community Assistance in Investigating ... - City of Champaign (.gov),https://news.google.com/rss/articles/CBMibmh0dHBzOi8vY2hhbXBhaWduaWwuZ292LzIwMjMvMDYvMDUvY2hhbXBhaWduLXBvbGljZS1zZWVrLWNvbW11bml0eS1hc3Npc3RhbmNlLWluLWludmVzdGlnYXRpbmctYmFuay1yb2JiZXJ5LTIv0gEA?oc=5," href=""https://news.google.com/rss/articles/CBMibmh0dHBzOi8vY2hhbXBhaWduaWwuZ292LzIwMjMvMDYvMDUvY2hhbXBhaWduLXBvbGljZS1zZWVrLWNvbW11bml0eS1hc3Npc3RhbmNlLWluLWludmVzdGlnYXRpbmctYmFuay1yb2JiZXJ5LTIv0gEA?oc=5"" target=""_blank"">Champaign Police Seek Community Assistance in Investigating ...</a>&nbsp;&nbsp;<font color=""#6f6f6f"">City of Champaign (.gov)</font",2023-06-05 07:00:00+00:00,City of Champaign (.gov)
"1 shot, 2 at large after Hyattsville armored truck robbery attempt - NBC4 Washington",https://news.google.com/rss/articles/CBMic2h0dHBzOi8vd3d3Lm5iY3dhc2hpbmd0b24uY29tL25ld3MvbG9jYWwvMS1zaG90LTItYXQtbGFyZ2UtYWZ0ZXItaHlhdHRzdmlsbGUtYXJtb3JlZC10cnVjay1yb2JiZXJ5LWF0dGVtcHQvMzM3ODMzNi_SAXlodHRwczovL3d3dy5uYmN3YXNoaW5ndG9uLmNvbS9uZXdzL2xvY2FsLzEtc2hvdC0yLWF0LWxhcmdlLWFmdGVyLWh5YXR0c3ZpbGxlLWFybW9yZWQtdHJ1Y2stcm9iYmVyeS1hdHRlbXB0LzMzNzgzMzYvP2FtcD0x?oc=5," href=""https://news.google.com/rss/articles/CBMic2h0dHBzOi8vd3d3Lm5iY3dhc2hpbmd0b24uY29tL25ld3MvbG9jYWwvMS1zaG90LTItYXQtbGFyZ2UtYWZ0ZXItaHlhdHRzdmlsbGUtYXJtb3JlZC10cnVjay1yb2JiZXJ5LWF0dGVtcHQvMzM3ODMzNi_SAXlodHRwczovL3d3dy5uYmN3YXNoaW5ndG9uLmNvbS9uZXdzL2xvY2FsLzEtc2hvdC0yLWF0LWxhcmdlLWFmdGVyLWh5YXR0c3ZpbGxlLWFybW9yZWQtdHJ1Y2stcm9iYmVyeS1hdHRlbXB0LzMzNzgzMzYvP2FtcD0x?oc=5"" target=""_blank"">1 shot, 2 at large after Hyattsville armored truck robbery attempt</a>&nbsp;&nbsp;<font color=""#6f6f6f"">NBC4 Washington</font",2023-07-03 07:00:00+00:00,NBC4 Washington
Robbery crew arrested for allegedly stealing $2 million in jewelry in ... - USA TODAY,https://news.google.com/rss/articles/CBMieGh0dHBzOi8vd3d3LnVzYXRvZGF5LmNvbS9zdG9yeS9uZXdzL25hdGlvbi8yMDIzLzA2LzA2L2ZpdmUtbmV3LXlvcmstbWVuLWFycmVzdGVkLXN0ZWFsaW5nLTItbWlsbGlvbi1qZXdlbHJ5LzcwMjk1ODE3MDA3L9IBAA?oc=5," href=""https://news.google.com/rss/articles/CBMieGh0dHBzOi8vd3d3LnVzYXRvZGF5LmNvbS9zdG9yeS9uZXdzL25hdGlvbi8yMDIzLzA2LzA2L2ZpdmUtbmV3LXlvcmstbWVuLWFycmVzdGVkLXN0ZWFsaW5nLTItbWlsbGlvbi1qZXdlbHJ5LzcwMjk1ODE3MDA3L9IBAA?oc=5"" target=""_blank"">Robbery crew arrested for allegedly stealing $2 million in jewelry in ...</a>&nbsp;&nbsp;<font color=""#6f6f6f"">USA TODAY</font",2023-06-06 07:00:00+00:00,USA TODAY
VIDEO: Cashier held at gunpoint during robbery at Oakland donut shop - KRON4,https://news.google.com/rss/articles/CBMib2h0dHBzOi8vd3d3Lmtyb240LmNvbS9uZXdzL2JheS1hcmVhL3ZpZGVvLWVtcGxveWVlLWhlbGQtYXQtZ3VucG9pbnQtZHVyaW5nLWFybWVkLXJvYmJlcnktYXQtb2FrbGFuZC1kb251dC1zaG9wL9IBc2h0dHBzOi8vd3d3Lmtyb240LmNvbS9uZXdzL2JheS1hcmVhL3ZpZGVvLWVtcGxveWVlLWhlbGQtYXQtZ3VucG9pbnQtZHVyaW5nLWFybWVkLXJvYmJlcnktYXQtb2FrbGFuZC1kb251dC1zaG9wL2FtcC8?oc=5," href=""https://news.google.com/rss/articles/CBMib2h0dHBzOi8vd3d3Lmtyb240LmNvbS9uZXdzL2JheS1hcmVhL3ZpZGVvLWVtcGxveWVlLWhlbGQtYXQtZ3VucG9pbnQtZHVyaW5nLWFybWVkLXJvYmJlcnktYXQtb2FrbGFuZC1kb251dC1zaG9wL9IBc2h0dHBzOi8vd3d3Lmtyb240LmNvbS9uZXdzL2JheS1hcmVhL3ZpZGVvLWVtcGxveWVlLWhlbGQtYXQtZ3VucG9pbnQtZHVyaW5nLWFybWVkLXJvYmJlcnktYXQtb2FrbGFuZC1kb251dC1zaG9wL2FtcC8?oc=5"" target=""_blank"">VIDEO: Cashier held at gunpoint during robbery at Oakland donut shop</a>&nbsp;&nbsp;<font color=""#6f6f6f"">KRON4</font",2023-06-25 07:00:00+00:00,KRON4
